budget,genres,keywords,popularity,release_date,revenue,runtime,title,vote_average,vote_count,cast,crew,adapted
82000000,"Comedy,Drama","prison,american football,prisoner,blackmail,supervisor,sport",26.065735,2005/5/19,190320568,113.0,The Longest Yard,6.2,785,"Paul Crewe,Caretaker,Coach Nate Scarborough,Deacon Moss,Megget,Battle,Cheeseburger Eddy,Switowski,Brucie,Turley,Torres,Baby Face Bob,Ms. Tucker,Captain Knauer,Guard Lambert,Guard Engleheart,Guard Dunham,Guard Garner,Guard Papajohn,Guard Webster,Guard Malloy,Warden Hazen,Lynette,Punky,Texas State Policeman,Chris Berman,Jim Rome,Officer Jack Pugh,Duane,Jesse,Lena (uncredited),Vic",Peter Segal,0
75000000,"Comedy,Fantasy,Family,Music,Animation","sequel,chipmunk,cruise ship,overboard",23.473004,2011/12/14,342695435,87.0,Alvin and the Chipmunks: Chipwrecked,5.4,484,"David Seville,Ian,Zoe,Captain Correlli,Alvin (voice),Simon (voice),Theodore (voice),Brittany (voice),Eleanor (voice),Jeanette (voice),Simone (voice)",Mike Mitchell,0
80000000,"Action,Comedy,Thriller","dancing,spy,terrorist,traitor,airplane,violin,based on tv series,legs",23.496054,2008/6/19,230685453,110.0,Get Smart,6.0,1051,"Maxwell Smart,Agent 99,Agent 23,The Chief,Siegfried,Agent 91,Larabee,The President,Agent 13,Hymie,Ladislas Krstic,Bruce,Lloyd,Co-Pilot,Dalip",Peter Segal,1
80000000,"Drama,Comedy,Romance","age difference,ladykiller,woman director",16.939441,2003/12/12,266728738,128.0,Something's Gotta Give,6.3,410,"Harry Sanborn,Erica Barry,Julian Mercer,Zoe,Marin,Leo,Dave,Dr. Martinez,Kristen,Hamptons Nurse,Lady in Market",Nancy Meyers,0
80000000,"Drama,Thriller,Mystery","based on novel,island,hurricane,investigation,psychiatric hospital,u.s. marshal,conspiracy theory,1950s",81.914696,2010/2/18,294804195,138.0,Shutter Island,7.8,6336,"Teddy Daniels,Chuck Aule,Dr. John Cawley,Rachel Solando,Dolores Chanal,Dr. Jeremiah Naehring,George Noyce,Rachel 2,Warden,Deputy Warden McPherson,Laeddis,Bridget Kearns,Christian,Timothy,Glen Miga,Trey Washington,Gate Guard,Criminally Insane Inmate (uncredited),Nurse Marino,Orderly Ganton,Inmate Billings,Little Girl,Ward C Guard,Ward C Guard,Younger Boy,U.S. G.I. at Dachau Liberation / German S.S. Officer Killed (uncredited)",Martin Scorsese,1
80000000,"Comedy,Romance,Drama","holiday,romantic comedy,dysfunctional family,christmas",19.500893,2008/11/26,163733697,88.0,Four Christmases,5.3,331,"Brad McVie,Kate,Howard McVie,Paula,Creighton,Denver McVie,Marilyn,Pastor Phil,Dallas McVie,Courtney,Susan McVie,Aunt Donna,Gram-Gram,Grandpa,Jim,Cody,Connor McVie,Kasi,Darryl,Stan,Eric,Cheryl,Cindy,Baby Clementine,Ticket Agent",Seth Gordon,0
75000000,"Animation,Comedy,Family,Science Fiction","inventor,business man,robot,dishonesty",29.558157,2005/3/10,260696994,91.0,Robots,6.0,1333,"Fender (voice),Rodney Copperbottom (voice),Cappy (voice),Big Weld (voice),Watch,Piper,Crank,Aunt Fanny,Pigeon Lady (voice),Broken Arm Bot (voice),Madame Gasket (voice),Tim the Gate Guard (voice),Lamppost / Toilet Bot / Bass Drum / Microphone,Stage Announcer (voice),Young Rodney (voice),Ratchet (voice),Voice Box at Hardware Store (voice),Herb Copperbottom (voice),Mailbox (voice),Fire Hydrant (voice)","Chris Wedge,Carlos Saldanha",0
80000000,"Action,Crime,Science Fiction,Thriller","undercover,mexican standoff,biological weapon,face transplant,rage and hate,fistfight,hostility,revenge,deception,tragedy,shootout,hospital,boat chase,los angeles,explosion,extreme violence,fbi agent,prison escape,criminal gang,flashback,golden gun,arch villain,bullet ballet",46.075037,1997/6/27,245676146,138.0,Face/Off,6.8,1583,"Sean Archer,Castor Troy,Eve Archer,Pollux Troy,Sasha Hassler,Jamie Archer,Dietrich Hassler,Victor Lazarro,Dr. Malcolm Walsh,Walt,Hollis Miller,Tito Biondi,Wanda,Buzz,Loomis,Ivan Dubov,Michael Archer,Adam Hassler,Burke Hicks,Karl,Cindee,Livia",John Woo,0
80000000,"Fantasy,Comedy,Family,Romance","wishes come true,escapade,disorder,imaginary,miraculous event,imaginary kingdom,life turned upside down,nothing goes right",23.531721,2008/12/24,212874442,99.0,Bedtime Stories,5.9,901,"Skeeter Bronson,Jill,Kendall,Wendy,Aspen,Violet Nottingham,Mickey,Donna Hynde,Mrs. Dixon,Hot Girl,Marty Bronson,Barry Nottingham,Patrick,Bobbi,Engineer,Ferrari Guy,Young Barry Nottingham,Young Skeeter,Young Wendy,Young Mrs. Dixon,Young Mr. Dixon,Hokey Pokey Woman,Hokey Pokey Woman,Hokey Pokey Woman,Hokey Pokey Woman,Hokey Pokey Woman,Biker,Biker,Hot Dog Vendor,Birthday Party Kid,Angry Dwarf,Gremlin Driver,Cubby the Home Depot Guy,Lady Jacqueline,Sweetest Medieval Girl of All Time,Teacher,Booing Goblin,Big Hairy Guy on Beach,Secretary,Tricia Sparks,Luau Waitress,Party Guest,Party Guest,Truck Driver,Nottingham Pool Waiter,Nobleman,Lady at Fountain,Chief Running Mouth / Pickpocket,Pedestrian (uncredited),Protesting Mom (uncredited),Greek Goddess (uncredited),Claudius Falisimus (uncredited),Jogger (uncredited),West Side Story Showgirl #2 (uncredited),Tambourine Player Medieval Band (uncredited),Student (uncredited),Paparazzi (uncredited),Rabbi (uncredited),A Spaceball (uncredited),Daft Alien (uncredited),Western Girl (uncredited),Party Girl (uncredited),Party Guest (uncredited),Coliseum / Space Station Vendor (uncredited),Dancer (uncredited),Roman Peasant (uncredited),Damn Yankees Girl (uncredited),Showgirl (uncredited),Businessman #1 (uncredited),Record Producer (uncredited),Greek Goddess (uncredited)",Adam Shankman,0
80000000,"Thriller,Crime,Drama","based on graphic novel,homework,shot in the chin,soft boiled egg,learning to drive,spoiled son,scarred face,thompson sub machine gun,frost on a window,cauterizing a wound,liberty half dollar",49.078546,2002/7/12,181001478,117.0,Road to Perdition,7.3,1077,"Michael Sullivan,Michael Sullivan, Jr.,Annie Sullivan,Peter Sullivan,John Rooney,Connor Rooney,Finn McGovern,Jack Kelly,Frank the Bouncer,Calvino,Harlen Maguire,Frank Nitti,Tenement Murderer,Father Callaway,Alexander Rance,Motel Manager,Nitti's Henchman,Nitti's Henchman,Ruby the Waitress,Betty the Waitress,Prostitute,Crime Scene Policeman,Boy Michael Fights,Rooney's Business Associate,Rooney's Henchman,Rooney's Henchman,Drug Store Owner,Michael's Teacher,Aunt Sarah,Mr. McDougal,Farmer Virginia,Farmer Bill",Sam Mendes,1
80000000,"Romance,Comedy","beach,fictitious marriage,blackmail,plastic surgery,marriage,love,beautiful woman,kids and family",37.02665,2011/2/10,214918407,117.0,Just Go with It,6.3,1543,"Danny Maccabee,Katherine Murphy,Devlin Adams,Eddie Simms,Palmer Dodge,Maggie Murphy,Michael Murphy,Ian Maxtone Jones,Kirsten Brant,Adon,Soul Patch,Tanner Patrick,Joanna Damon,Veruca,Patricia,Henderson,Ernesto,Lisa Hammond,Christine,Hawaiian Family at Rope Bridge,Teenage Girl at Dive Restaurant",Dennis Dugan,0
75000000,"Action,Thriller,Crime","prison,ambush,helicopter,airport,gas station,undercover,mexican standoff,bravery,hijacking,escape,shootout,u.s. marshal,las vegas,explosion,brutality,violence,convict,desert,war hero,dea agent,motorcycle chase",45.154631,1997/6/1,224012234,115.0,Con Air,6.5,1270,"Cameron Poe,Marshal Vince Larkin,Cyrus Grissom,Nathan Jones,William Bedford,Garland Greene,Duncan Malloy,Sally Bishop,Joe Parker,Mike O'Dell,Johnny Beca,Swamp Thing,Guard Falzon,Tricia Poe,Casey Poe,Ramon Martinez,Conrad,Francisco Cindino,DEA Agent Willie Sims,Ajax,Smoke,Ginny,Donald,Watts,Londell,Viking,Carlos,Mongoose,Blade,Ted, Pilot,Starkey,Con #1,Chopper Pilot,Skip Devers,Pilot,Gator,Sheriff,Paramedic #1,Paramedic #2,Old Con on Plane,Con #2,Con #3,Con #4,Billy Joe (uncredited)",Simon West,0
80000000,"Mystery,Thriller,Action","artificial intelligence,washington d.c.,secret identity,hostage,technology,fbi,pentagon,twin brother,fbi agent",46.887983,2008/9/25,178066569,118.0,Eagle Eye,6.3,1018,"Jerry Shaw,Rachel Holloman,Zoe Perez,Defense Secretary Callister,Major William Bowman,Thomas Morgan,Agent Toby Grant,Ranim Khalid,Sam Holloman,Mrs. Wierzbowski,Admiral Thompson,Mr. Miller,Jerry's Dad,ARIIA (voice),Explosives Developer,Jerry's Mom,Becky,Rachel's Friend,Translator,Chase Bystander (uncredited)",D.J. Caruso,0
79000000,Drama,"loss of lover,loss of family,deserter,loss of father,love of one's life",24.598479,2003/12/24,173013509,154.0,Cold Mountain,6.7,533,"Inman,Ada Monroe,Ruby Thewes,Maddy,Stobrod Thewes,Reverend Veasey,Sara,Mrs. Morgan,Junior,Reverend Monroe,Teague,Sally Swanger,Bosie,Pangle,Ferry Girl,Oakley,Shyla,Blind Man,Doctor,Bardolph,Georgia,Confederate Officer,Guard",Anthony Minghella,0
80000000,"Action,Thriller,Science Fiction","book,post-apocalyptic,dystopia,faith,blind",32.363538,2010/1/14,157107755,118.0,The Book of Eli,6.6,2164,"Eli,Carnegie,Solara,Redridge,Claudia,Engineer,George,Martha,Highjacker #3,Highjacker Leader,Hoyt,Martz,Young Woman Highjacker,Lombardi,Sniper,Hijacker,Hijacker,Hijacker,Middle-Aged Man,Middle-Aged Woman,Biker,Biker,Biker / Town Thug,Sniper,Sniper,Construction Thug Leader,Construction Thug,Bartender,Town Doctor,Door Guard,Town Thug,Town Thug,Town Thug,Convoy Thug,Convoy Thug,Convoy Thug,Convoy Thug,Carnegie Gunman #1,Gatling Gun Gunner,Caddy Driver,Suburban Driver,Ice Cream Truck Driver,Alcatraz Guard,Alcatraz Soldier,Biker","Albert Hughes,Allen Hughes",0
80000000,"Comedy,Family,Science Fiction","wedding vows,inventor,slime,green,flight,mad scientist,wedding",11.50396,1997/11/26,177977226,93.0,Flubber,5.3,695,"Professor Philip Brainard,Dr. Sara Jean Reynolds,Wilson Croft,Chester Hoenicker,Smith,Secretary at Ford Motor Company,Wesson,Bennett Hoenicker,Martha George,Weebo,Sylvia,Father,Window Boy,Minister,Teenage Boy,Coach Willy Barker",Les Mayfield,0
80000000,"Horror,Thriller,Fantasy,Mystery","based on novel,trauma,castle,haunted house,insomnia,bone,poster,painting,remake,haunting,child labor,audio recording,spiral staircase,evil,loner,researcher,insomniac,paranormal activity,logbook, strange noise,spook,cherub",19.375768,1999/7/23,91188905,113.0,The Haunting,5.2,369,"Dr. David Marrow,Theo,Luke Sanderson,Eleanor 'Nell' Vance,Mr. Dudley,Jane,Dr. Malcolm Keogh,Large Man,Mrs. Dudley,Mary Lambetta,Todd Hackett,Lou,Hugh Crain,Ritchie,Carolyn Crain,Rene Crain,Psych Patient #1,Psych Patient #2,Psych Patient #3,Psych Patient #4,Psych Patient #5",Jan de Bont,1
80000000,"Animation,Comedy,Drama,Family,Fantasy","sport,basketball,doctor,basketball team,basketball game,referee,basketball court,tweety bird,speedy gonzales,cartoon chicken,sylvester the cat,cartoon reality crossover,basketball hoop,cartoon skunk",36.125715,1996/11/15,250200000,88.0,Space Jam,6.5,1288,"Himself,Stan Podolak,Bugs Bunny/Elmer Fudd (voice),Daffy Duck/Tazmanian Devil/Bull (voice),Juanita Jordan,Mr. Swackhammer (voice),Michael Jordan (at 10),Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself,Himself",Joe Pytka,0
80000000,"Drama,Science Fiction,Thriller","extraterrestrial technology,spacecraft,ultimatum,evacuation,panic,government,remake,ufo,alien,end of the world,giant robot,tank,social commentary,power outage,interrogation,environmentalism,threat,alien contact,central park,messenger,nanobots,disintegration",41.890722,2008/12/10,233093859,104.0,The Day the Earth Stood Still,5.2,1043,"Klaatu,Helen Benson,Regina Jackson,Jacob Benson,Professor Barnhardt,Michael Granier,John Driscoll,Colonel,Mr. Wu,Dr. Myron,Rouhani,William Kwan,Tom,Isabel,Student,Yusef,Soldier #3,Medic #3",Scott Derrickson,0
75000000,"Action,Drama,Mystery,Thriller","new york,cia,helicopter,assassin,secret,obsession,taxi driver,fbi,paranoia,wheelchair,chase,theory,politics,government,control,cover-up,murder,suspense,conspiracy,torture,flashback,target,geronimo,newsletter",22.179658,1997/8/7,136982834,135.0,Conspiracy Theory,6.5,431,"Jerry Fletcher,Alice Sutton,Dr. Jonas,Agent Lowry,Mr. Wilson,Flip,Cynic,Justice Guard,Justice Guard,Justice Guard,Public Works Man,Clarke,Piper,Henry Finch's Secretary,Alice's Secretary,Grouchy Nurse,Nurse - Roosevelt Hospital",Richard Donner,0
68000000,"War,Drama,Action","world war ii,nazis,war,nazi germany,panzer,tank",139.575085,2014/10/15,211817906,135.0,Fury,7.4,3946,"Don 'Wardaddy' Collier,Boyd 'Bible' Swan,Norman Ellison,Trini 'Gordo' Garcia,Grady 'Coon-Ass' Travis,Sergeant Binkowski,Sergeant Davis,Sergeant Peterson,Lt. Parker,Captain Waggoner,Irma,Emma,Sergeant Miles,Hilda Meier,Medic #2,Company Messenger,SS Lieutenant,SS Officer,SS Medic (uncredited),Young Tanker",David Ayer,0
70000000,"Action,Adventure,Comedy,Romance","overleven,family guy",18.264635,1998/6/12,164000000,98.0,Six Days Seven Nights,5.6,332,"Quinn Harris,Robin Monroe,Frank Martin,Angelica,Jager,Marjorie,Kip,Pierce,Yacht Owner,Philippe Sinclair, Resort Manager,Tom Marlowe, Helicopter Pilot,Ricky, Helicopter Crewman,Robin's Secretary,Bathing Suit Girl,Pirate,Pirate,Pirate,Pirate,Mechanic,Tahitian Priest at Funeral,Infirmary Orderly,Photographer,Model,Model,Resort Greeter,Hotel Clerk,Hotel Front Desk Clerk,Waitress,Bellboy,Bellboy,Flight Attendant,Flight Attendant,Airport Security #1,Airport Security #2,Runway Traffic,Entertainer,Band Member,Band Member,Band Member,Band Member,Band Member,Band Member,Band Member,Band Member,Dancer,Dancer,Dancer,Dancer,Dancer,Musician,Musician,Musician,Musician,Musician,Musician,Man at Bar,Newspaper Salesman,Man at bar (uncredited),Airport Tourist (uncredited),Swimmer (uncredited),Brutalized Woman (uncredited),Helicopter Pilot (uncredited)",Ivan Reitman,0
80000000,"Comedy,Family,Animation,Adventure","picnic,sandwich,bear,3d,yogi",11.187696,2010/12/11,201584141,80.0,Yogi Bear,5.2,220,"Yogi Bear (voice),Boo-Boo Bear (voice),Rachel,Ranger Smith,Cindy Bear (voice),Ranger Jones,Chief of Staff,Mayor Brown,Mayor's Tailor,Dirty Shopper,Elderly Purse Lady,Purse Snatcher,Security Guard,Security Guard",Eric Brevig,0
80000000,"Western,Animation,Adventure,Comedy,Family","human being,freedom,mustang,rivalry,wildlife,animation,cavalry,indian war,eyebrow,wild horse",41.670544,2002/5/24,122563539,83.0,Spirit: Stallion of the Cimarron,7.4,831,"Spirit (voice),The Colonel (voice),Little Creek (voice),Sgt. Adams (voice),Murphy / Railroad Foreman (voice),Soldier (voice),Bill (voice),Joe (voice),Pete (voice),Jake (voice),Roy (voice),Little Indian Girl (voice),Little Crrek's Friend (voice),Little Creek's Friend (voice),Train Pull Foreman (voice)","Kelly Asbury,Lorna Cook",0
80000000,"Comedy,Romance,Family","talking animal,scientist,german accent,ostrich,monkey,bullfrog,car dealership,duringcreditsstinger",27.46264,2011/7/6,169852759,102.0,Zookeeper,5.3,498,"Griffin Keyes,Kate,Lion (voice),Bernie The Gorilla,Bear (voice),Monkey (voice),Elephant (voice),Fashiondesigner,Venom,Shane,Stephanie,Dave,Janet the Lioness (voice),Gale,Bruce the Bear (voice),Mollie the Giraffe (voice),Sebastian the Wolf (voice),Robin,Donald the Monkey,Manny,Camarera de TGIF,Zoo Visitor / Father with Baby in Sling (uncredited)",Frank Coraci,0
80000000,"Adventure,Family,Science Fiction","time travel,sabotage,deep space explorer",17.455024,1998/4/3,136159423,130.0,Lost in Space,5.0,388,"Dr. Zachary Smith,Prof. John Robinson,Maj. Don West,Dr. Maureen Robinson,Dr. Judy Robinson,Penny Robinson,Will Robinson,Older Will Robinson,General,Jeb Walker,Reporter #1,Principal Cartwright,Lab Technician,Reporter #2,Noah Freeman,Annie Tech,Global Sedition attack pilot,Rambler-Crane series Robot (voice),Blarp (voice),Businessman",Stephen Hopkins,0
80000000,"Drama,Thriller,Mystery","senator,gulf war,canoe,kuwait,conspiracy,war hero,u.s. congress,implant",21.394281,2004/7/30,96105964,129.0,The Manchurian Candidate,6.2,393,"Major Bennett Ezekiel Marco,Senator Eleanor Prentiss Shaw (D-VA),Congressman Raymond Prentiss Shaw (D-NY),Senator Thomas Jordan (D-CT),FBI Ag. Eugenie Rose,Jocelyne Jordan,CPL Al Melvin,Dr. Atticus Noyle,Delp,Congresswoman Beckett,Colonel Howard,Colonel Garret,Mark Whiting,General Sloan,David Donovan,Governor Robert ""Bob"" Arthur,PFC Eddie Ingram,PFC Robert Baker III,Laurent Tokar,Senator Wells,Vaughn Utly,Congressman Healy,Villalobos,Agent Evan Anderson,Late Night Comedian,Reporter #3,Shaw's Aide,Victory Party Celebrity Soldier,Army Transcriber",Jonathan Demme,0
80000000,"Animation,Comedy,Family","transylvania,hotel,witch,technology,magic,mummy,dracula,skeleton,only child,backpacker,marriage,frankenstein,wolfman,zombie,moving out,invisible man,new life",61.692197,2015/9/21,473226958,89.0,Hotel Transylvania 2,6.7,1497,"Dracula (voice),Jonathan (voice),Mavis (voice),Frank / Frankenstein (voice),Wayne (voice),Griffin (voice),Murray (voice),Dennis (voice),Eunice (voice),Wanda (voice),Linda (voice),Mike (voice),Dana (voice),Bela (voice),Vlad (voice),Blobby (voice),Kakie (voice),Winnie (voice),Baby Dennis (voice),The Phantom of the Opera (voice),Marty (voice),Additional Voices (voice)",Genndy Tartakovsky,0
80000000,"Animation,Family,Music","orchestra,musical segments",14.530946,1999/12/17,90874570,74.0,Fantasia 2000,7.0,292,"Himself - Introductory Host,Himself - Host,Himself - Host,Herself - Host,Himself - Host,Himself - Host,Himself - Host,Himself - Host,Herself - Host,Mickey Mouse (voice),Donald Duck (voice),Daisy Duck (voice)","James Algar,Don Hahn,Gaëtan Brizzi,Paul Brizzi,Eric Goldberg,Hendel Butoy,Francis Glebas,Pixote Hunt",0
80000000,"Science Fiction,Adventure,Action","future,time machine",25.978555,2002/3/4,123729176,96.0,The Time Machine,5.8,631,"Alexander Hartdegen,David Filby,Mrs. Watchett,Emma,Flower Seller,Motorist,Fifth Avenue Carriage Driver,Robber,Central Park Carriage Driver,Über-Morlock,Flower Store Worker,Jogger,Teacher,Vox,Soldier #1,Soldier #2,Mara,Kalen,Toren,Hunter Morlock,Hunter Morlock,Hunter Morlock,Hunter Morlock,Spy Morlock,Spy Morlock,Eloi (as Malaea Chona Jason),Eloi",Simon Wells,0
102000000,"Action,Crime,Thriller","female nudity,hacker,terrorism,violence,ex-con,wire,los angeles international airport (lax),misdirection,aftercreditsstinger",36.788745,2001/6/7,147080413,99.0,Swordfish,6.1,932,"Gabriel Shear,Stanley Jobson,Ginger Knowles,Agent J.T. Roberts,Senator James Reisman,Marco,Melissa,Axl Torvalds,Assistant Director Bill Joy,Holly Jobson,Torres,SWAT Leader,Axl's Lawyer,Agent,Agent,Helga,Ad Agency Executive,Coroner,Gabriel's Crew,Gabriel's Crew,Gabriel's Crew,Gabriel's Crew,Gabriel's Crew,Hostage,Hostage,Hostage,Hostage,Hostage,Hostage,Hostage,Hostage,Hostage,Hostage,Hostage,Hostage,Club Kid,Club Kid,FBI Geek,FBI Geek,Customs Agent,Customs Agent,Customs Agent,Helga's Friend,Helga's Friend,Helga's Friend,Dark Suit,Policeman,Policeman,Policeman,Holly's Teacher,Agent Thomas,Bank Executive,Security Guard",Dominic Sena,0
75000000,"Action,Adventure","california,spy,father son relationship,mexico,hero,marriage crisis,sword fight,divorce,american civil war",31.054334,2005/10/24,142400065,129.0,The Legend of Zorro,5.9,893,"Zorro,Elena,Joaquin,Frey Felipe,Jacob McGivens,Lupe,Armand,Ferroq,Ricardo,Harrigan,Governor Riley,Governor's Wife,Blanca,Brother Ignacio,Guillermo Cortez,Tabulador,Father Quintero",Martin Campbell,0
85000000,"Drama,Fantasy,Romance","paradise,soul,underworld,heaven,painting,hell,afterlife,spiritism",21.891078,1998/10/2,71485043,113.0,What Dreams May Come,6.8,577,"Chris Nielsen,Albert Lewis,Annie Collins-Nielsen,The Tracker,Marie Nielsen,Ian Nielsen,Leona,Mrs. Jacobs,Stacey Jacobs,Best Friend Cindy,Angie,Reverend Hanley,Woman in Car Accident,Face,Little Boy at Lake,Kid by the Dock (uncredited),Angel (uncredited),Devil (Hell Scene) (uncredited)",Vincent Ward,0
88000000,"Adventure,Fantasy,Action,Comedy,Thriller","brother brother relationship,literature,aftercreditsstinger",40.138009,2005/8/26,105316267,118.0,The Brothers Grimm,5.6,818,"Jacob Grimm,Wilhelm Grimm,Hidlick,Mayor,Cavaldi,Delatombe,Mirror Queen,Angelika,Bunst,Mother Grimm,Young Will,Sister Grimm,Young Jacob,Gendarme,Gendarme,German War Veteran,Stable Boy,Old Miller,Miller's Daughter,Woodsman",Terry Gilliam,0
